BoosterVersion,PayloadMass,Orbit,LaunchSite,Outcome,Flights,GridFins,Reused,Legs,LandingPad,Block,ReusedCount,Serial,Longitude,Latitude,Class
Falcon 9,13260.0,VLEO,VAFB SLC 4E,True ASDS,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,6,B1063,-120.610829,34.632093,1
Falcon 9,6035.0,ISS,KSC LC 39A,True ASDS,5,True,True,True,5e9e3033383ecb075134e7cd,5.0,5,B1067,-80.6039558,28.6080585,1
Falcon 9,13260.0,VLEO,CCSFS SLC 40,True ASDS,13,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1051,-80.577366,28.5618571,1
Falcon 9,13260.0,VLEO,VAFB SLC 4E,True ASDS,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1071,-120.610829,34.632093,1
Falcon 9,13260.0,VLEO,CCSFS SLC 40,True ASDS,8,True,True,True,5e9e3033383ecb075134e7cd,5.0,8,B1062,-80.577366,28.5618571,1
Falcon 9,678.0,TLI,CCSFS SLC 40,True ASDS,6,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,6,B1052,-80.577366,28.5618571,1
Falcon 9,13260.0,VLEO,KSC LC 39A,True ASDS,3,True,True,True,5e9e3033383ecb075134e7cd,5.0,2,B1073,-80.6039558,28.6080585,1
Falcon 9,13260.0,VLEO,VAFB SLC 4E,True ASDS,10,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1061,-120.610829,34.632093,1
Falcon 9,13260.0,VLEO,CCSFS SLC 40,True ASDS,9,True,True,True,5e9e3033383ecb075134e7cd,5.0,8,B1062,-80.577366,28.5618571,1
Falcon 9,13260.0,VLEO,KSC LC 39A,True ASDS,2,True,True,True,5e9e3033383ecb075134e7cd,5.0,1,B1069,-80.6039558,28.6080585,1
Falcon 9,13260.0,VLEO,VAFB SLC 4E,True ASDS,7,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,6,B1063,-120.610829,34.632093,1
Falcon 9,13260.0,VLEO,CCSFS SLC 40,True ASDS,7,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,6,B1052,-80.577366,28.5618571,1
Falcon 9,13260.0,VLEO,KSC LC 39A,True ASDS,14,True,True,True,5e9e3033383ecb075134e7cd,5.0,13,B1058,-80.6039558,28.6080585,1
Falcon 9,13260.0,VLEO,CCSFS SLC 40,True ASDS,6,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,5,B1067,-80.577366,28.5618571,1
Falcon 9,13260.0,VLEO,CCSFS SLC 40,True ASDS,4,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,0,B1072,-80.577366,28.5618571,1
Falcon 9,6035.0,ISS,KSC LC 39A,True ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,0,B1077,-80.6039558,28.6080585,1
